Word;F2;Original Word;ID;Code;Attribute;Org. Attr
ધન;ધન1;ધન1;152771.00;1.00;અ.;અ.
ધન;ધન2;ધન2;152772.00;3.00;ન.;ન.
ધનંતર, ધનેતર;ધનંતર, ધનેતર;ધનંતર, ધનેતર;152791.00;10.00;વિ.;વિ.
ધનતેરશ(-સ);ધનતેરશ(-સ);ધનતેરશ(-સ);152776.00;7.00;સ્ત્રી.;સ્ત્રી.
ધનદ, ધનદેવ;ધનદ, ધનદેવ;ધનદ, ધનદેવ;152777.00;5.00;પું.;પું.
ધનપતિ, ધનપાલ;ધનપતિ, ધનપાલ;ધનપતિ, ધનપાલ;152781.00;5.00;પું.;પું.
ધનવંત, ધનવાન;ધનવંત, ધનવાન;ધનવંત, ધનવાન;152785.00;10.00;વિ.;વિ.
ધનસંગ્રહ, ધનસંચય;ધનસંગ્રહ, ધનસંચય;ધનસંગ્રહ, ધનસંચય;152786.00;5.00;પું.;પું.
ધનારક(-ખ), ધનાર્ક;ધનારક(-ખ), ધનાર્ક;ધનારક(-ખ), ધનાર્ક;152797.00;5.00;પું.;પું.
ધનાશરી, ધનાસરી, ધનાશ્રી;ધનાશરી, ધનાસરી, ધનાશ્રી;ધનાશરી, ધનાસરી, ધનાશ્રી;152798.00;7.00;સ્ત્રી.;સ્ત્રી.
ધનુ;ધનુ1;ધનુ1;152805.00;3.00;ન.;ન.
ધનુ;ધનુ2;ધનુ2;152806.00;7.00;સ્ત્રી.;સ્ત્રી.
ધનુર(-ર્વા, -ર્વાત);ધનુર, -ર્વા, -ર્વાત;ધનુર, -ર્વા, -ર્વાત;152807.00;5.00;પું.;પું.
ધનુર્ધર, ધનુર્ધારી;ધનુર્ધર, ધનુર્ધારી;ધનુર્ધર, ધનુર્ધારી;152811.00;5.00;પું.;પું.
ધનુષ(-ષ્ય);ધનુષ(-ષ્ય);ધનુષ(-ષ્ય);152816.00;3.00;ન.;ન.
ધનુષાસન, ધનુષ્યાસન;ધનુષાસન, ધનુષ્યાસન;ધનુષાસન, ધનુષ્યાસન;152819.00;3.00;ન.;ન.
ધનેડું(-રું);ધનેડું(-રું);ધનેડું(-રું);152822.00;3.00;ન.;ન.
ધનેશ(-શ્વર);ધનેશ(-શ્વર);ધનેશ(-શ્વર);152824.00;5.00;પું.;પું.
ધપાધપ(-પી), ધપ્પંધપ્પા, ધપ્પાધપ્પી;ધપાધપ(-પી), ધપ્પંધપ્પા, ધપ્પાધપ્પી;ધપાધપ(-પી), ધપ્પંધપ્પા, ધપ્પાધપ્પી;152837.00;7.00;સ્ત્રી.;સ્ત્રી.
ધપ્પંધપ્પા, ધપ્પાધપ્પી;ધપ્પંધપ્પા, ધપ્પાધપ્પી;ધપ્પંધપ્પા, ધપ્પાધપ્પી;152839.00;7.00;સ્ત્રી.;સ્ત્રી.
ધપ્પાબાજી, ધબ્બાબાજી;ધપ્પાબાજી, ધબ્બાબાજી;ધપ્પાબાજી, ધબ્બાબાજી;152840.00;7.00;સ્ત્રી.;સ્ત્રી.
ધપ્પો(-બ્બો);ધપ્પો(-બ્બો);ધપ્પો(-બ્બો);152841.00;5.00;પું.;પું.
ધબાલું, ધમાલું;ધબાલું, ધમાલું;ધબાલું, ધમાલું;152862.00;3.00;ન.;ન.
ધબેડવું, ધબોડવું;ધબેડવું, ધબોડવું;ધબેડવું, ધબોડવું;152865.00;20.00;સ ક્રિ.;સ. ક્રિ.
ધબ્બલચંદ, ધબ્બલશા;ધબ્બલચંદ, ધબ્બલશા;ધબ્બલચંદ, ધબ્બલશા;152871.00;5.00;પું.;પું.
ધમકાર(-રો);ધમકાર(-રો);ધમકાર(-રો);152879.00;5.00;પું.;પું.
ધમની(-નિ);ધમની(-નિ);ધમની(-નિ);152891.00;7.00;સ્ત્રી.;સ્ત્રી.
ધમલું(-ળું);ધમલું(-ળું);ધમલું(-ળું);152899.00;10.00;વિ.;વિ.
ધમલો(-ળો);ધમલો1(-ળો);ધમલો1(-ળો);152900.00;5.00;પું.;પું.
ધમલો;ધમલો2;ધમલો2;152901.00;5.00;પું.;પું.
ધમાચકડી, ધમ્માચકડી;ધમાચકડી, ધમ્માચકડી;ધમાચકડી, ધમ્માચકડી;152905.00;7.00;સ્ત્રી.;સ્ત્રી.
ધમાધમ(-મી), ધમ્માધમ(-મી);ધમાધમ(-મી), ધમ્માધમ(-મી);ધમાધમ(-મી), ધમ્માધમ(-મી);152906.00;7.00;સ્ત્રી.;સ્ત્રી.
ધમ્માધમ(-મી);ધમ્માધમ(-મી);ધમ્માધમ(-મી);152917.00;7.00;સ્ત્રી.;સ્ત્રી.
ધમ્મિલ(-લ્લ);ધમ્મિલ(-લ્લ);ધમ્મિલ(-લ્લ);152918.00;5.00;પું.;પું.
ધર;ધર1;ધર1;152919.00;10.00;વિ.;વિ.
ધર;ધર2;ધર2;152920.00;7.00;સ્ત્રી.;સ્ત્રી.
ધરણ;ધરણ1;ધરણ1;152925.00;7.00;સ્ત્રી.;સ્ત્રી.
ધરણ;ધરણ2;ધરણ2;152926.00;3.00;ન.;ન.
ધરણિ(-ણી);ધરણિ(-ણી);ધરણિ(-ણી);152927.00;7.00;સ્ત્રી.;સ્ત્રી.
ધરણીધર, ધરણિધર;ધરણીધર, ધરણિધર;ધરણીધર, ધરણિધર;152928.00;5.00;પું.;પું.
ધરપવું, ધરપાવું;ધરપવું, ધરપાવું;ધરપવું, ધરપાવું;152938.00;2.00;અ. ક્રિ.;અ. ક્રિ.
ધરબોળ, ધરાબોળ;ધરબોળ, ધરાબોળ;ધરબોળ, ધરાબોળ;152941.00;3.00;ન.;ન.
ધરમના, ધરમથી;ધરમના, ધરમથી;ધરમના, ધરમથી;152945.00;1.00;અ.;અ.
ધરાતલ(-ળ);ધરાતલ(-ળ);ધરાતલ(-ળ);152954.00;3.00;ન.;ન.
ધરાધર;ધરાધર1;ધરાધર1;152955.00;5.00;પું.;પું.
ધરાધર;ધરાધર2;ધરાધર2;152956.00;7.00;સ્ત્રી.;સ્ત્રી.
ધરાર;ધરાર1;ધરાર1;152959.00;1.00;અ.;અ.
ધરાર(-ળ);ધરાર2(-ળ);ધરાર2(-ળ);152960.00;5.00;પું.;પું.
ધરો;ધરો1;ધરો1;152970.00;5.00;પું.;પું.
ધરો;ધરો2;ધરો2;152971.00;5.00;પું.;પું.
ધરો;ધરો3;ધરો3;152972.00;7.00;સ્ત્રી.;સ્ત્રી.
ધર્મકર્મ, ધર્મકાર્ય;ધર્મકર્મ, ધર્મકાર્ય;ધર્મકર્મ, ધર્મકાર્ય;152980.00;3.00;ન.;ન.
ધર્મપથ, ધર્મપંથ;ધર્મપથ, ધર્મપંથ;ધર્મપથ, ધર્મપંથ;153022.00;5.00;પું.;પું.
ધર્મભૂમિ(-મી);ધર્મભૂમિ(-મી);ધર્મભૂમિ(-મી);153044.00;7.00;સ્ત્રી.;સ્ત્રી.
ધર્મરાજ(-જા);ધર્મરાજ(-જા);ધર્મરાજ(-જા);153058.00;5.00;પું.;પું.
ધર્મવિમુખ, ધર્મવિરુદ્ધ;ધર્મવિમુખ, ધર્મવિરુદ્ધ;ધર્મવિમુખ, ધર્મવિરુદ્ધ;153069.00;10.00;વિ.;વિ.
ધવ;ધવ1;ધવ1;153146.00;5.00;પું.;પું.
ધવ;ધવ2;ધવ2;153147.00;7.00;સ્ત્રી.;સ્ત્રી.
ધવડાવવું, ધવરાવવું;ધવડાવવું, ધવરાવવું;ધવડાવવું, ધવરાવવું;153148.00;20.00;સ ક્રિ.;સ. ક્રિ.
ધવલ(-ળ);ધવલ(-ળ);ધવલ(-ળ);153153.00;10.00;વિ.;વિ.
ધવલમંગલ(-ળ);ધવલમંગલ(-ળ);ધવલમંગલ(-ળ);153156.00;4.00;ન. બ. વ.;ન. બ. વ.
ધસારો(-વડો);ધસારો(-વડો);ધસારો(-વડો);153166.00;5.00;પું.;પું.
ધા;ધા1;ધા1;153190.00;5.00;પું.;પું., સ્ત્રી.
ધા;ધા1;ધા1;153190.00;7.00;સ્ત્રી.;પું., સ્ત્રી.
ધા;ધા2;ધા2;153191.00;5.00;પું.;પું.
ધાંખ(+ડી);ધાંખ, ડી ();ધાંખ, ડી ();153343.00;7.00;સ્ત્રી.;સ્ત્રી.
ધાંગવું ;ધાંગવું ();ધાંગવું ();153347.00;3.00;ન.;ન.
ધાંગો ;ધાંગો ();ધાંગો ();153348.00;5.00;પું.;પું.
ધાડ;ધાડ (ડ,);ધાડ (ડ,);153203.00;7.00;સ્ત્રી.;સ્ત્રી.
ધાડધાડ, ધાડાધાડ;ધાડધાડ, ધાડાધાડ;ધાડધાડ, ધાડાધાડ;153204.00;7.00;સ્ત્રી.;સ્ત્રી.
ધાત;ધાત (ત,);ધાત (ત,);153221.00;7.00;સ્ત્રી.;સ્ત્રી.
ધાતુ;ધાતુ1;ધાતુ1;153225.00;5.00;પું.;પું.
ધાતુ;ધાતુ2;ધાતુ2;153226.00;7.00;સ્ત્રી.;સ્ત્રી.
ધાત્રીફલ(-ળ);ધાત્રીફલ(-ળ);ધાત્રીફલ(-ળ);153247.00;3.00;ન.;ન.
ધાંધલ(-ળ) ;ધાંધલ(-ળ) ();ધાંધલ(-ળ) ();153349.00;3.00;ન.;સ્ત્રી., ન.
ધાંધલ(-ળ) ;ધાંધલ(-ળ) ();ધાંધલ(-ળ) ();153349.00;7.00;સ્ત્રી.;સ્ત્રી., ન.
ધાંધલખોર, ધાંધલિયું, ધાંધળિયું;ધાંધલખોર, ધાંધલિયું, ધાંધળિયું;ધાંધલખોર, ધાંધલિયું, ધાંધળિયું;153350.00;10.00;વિ.;વિ.
ધાન્યાહાર, ધાન્યૈકાહાર;ધાન્યાહાર, ધાન્યૈકાહાર;ધાન્યાહાર, ધાન્યૈકાહાર;153258.00;5.00;પું.;પું.
ધાન્યાહારી, ધાન્યૈકાહારી;ધાન્યાહારી, ધાન્યૈકાહારી;ધાન્યાહારી, ધાન્યૈકાહારી;153259.00;10.00;વિ.;વિ.
ધાબડધિંગું, ધાબડધીંગું;ધાબડધિંગું, ધાબડધીંગું;ધાબડધિંગું, ધાબડધીંગું;153263.00;10.00;વિ.;વિ.
ધાબળ(-ળી);ધાબળ(-ળી);ધાબળ(-ળી);153265.00;7.00;સ્ત્રી.;સ્ત્રી.
ધામણ;ધામણ (ણ,);ધામણ (ણ,);153272.00;7.00;સ્ત્રી.;સ્ત્રી.
ધામધૂમ(-મી);ધામધૂમ(-મી);ધામધૂમ(-મી);153274.00;7.00;સ્ત્રી.;સ્ત્રી.
ધારાવાઈ(-ડી);ધારાવાઈ, -ડી;ધારાવાઈ, -ડી;153298.00;7.00;સ્ત્રી.;સ્ત્રી.
ધારાવાહિક, ધારાવાહી;ધારાવાહિક, ધારાવાહી;ધારાવાહિક, ધારાવાહી;153299.00;10.00;વિ.;વિ.
ધાવ;ધાવ1;ધાવ1;153324.00;7.00;સ્ત્રી.;સ્ત્રી.
ધાવ;ધાવ2;ધાવ2;153325.00;5.00;પું.;પું.
ધાવન;ધાવન1;ધાવન1;153331.00;3.00;ન.;ન.
ધાવન;ધાવન2;ધાવન2;153332.00;3.00;ન.;ન.
ધાવું;ધાવું1;ધાવું1;153338.00;2.00;અ. ક્રિ.;અ. ક્રિ.
ધાવું;ધાવું2;ધાવું2;153339.00;10.00;વિ.;વિ.
ધાશકો, ધાસકો;ધાશકો, ધાસકો;ધાશકો, ધાસકો;153340.00;5.00;પું.;પું.
ધાંસ ;ધાંસ ();ધાંસ ();153351.00;7.00;સ્ત્રી.;સ્ત્રી.
ધિંગડમલ(-લ્લ);ધિંગડમલ(-લ્લ);ધિંગડમલ(-લ્લ);153368.00;5.00;પું.;પું.
ધિનકટ, ધિન્નાં;ધિનકટ, ધિન્નાં;ધિનકટ, ધિન્નાં;153363.00;1.00;અ.;અ.
ધિયડી, ધિયા;ધિયડી, ધિયા;ધિયડી, ધિયા;153365.00;7.00;સ્ત્રી.;સ્ત્રી.
ધી;ધી1;ધી1;153373.00;7.00;સ્ત્રી.;સ્ત્રી.
ધી,(+ડી);ધી2, ડી;ધી2, ડી;153374.00;7.00;સ્ત્રી.;સ્ત્રી.
ધીબાધીબ, ધીબોધીબ;ધીબાધીબ, ધીબોધીબ;ધીબાધીબ, ધીબોધીબ;153388.00;1.00;અ.;અ.
ધીમર, ધીવર;ધીમર, ધીવર;ધીમર, ધીવર;153389.00;5.00;પું.;પું.
ધીમેથી;ધીમે, થી;ધીમે, થી;153394.00;1.00;અ.;અ.
ધીર-પ્રશાંત;ધીર-પ્રશાંત;ધીર-પ્રશાંત;153396.00;10.00;વિ.;વિ.
ધીરે(+થી, +ધીરે);ધીરે(થી, ધીરે);ધીરે(થી, ધીરે);153411.00;1.00;અ.;અ.
ધુતારણ, ધુતારી;ધુતારણ, ધુતારી;ધુતારણ, ધુતારી;153432.00;7.00;સ્ત્રી.;સ્ત્રી.
ધુપેડો;ધુપેડો1;ધુપેડો1;153440.00;5.00;પું.;પું.
ધુપેડો;ધુપેડો2;ધુપેડો2;153441.00;5.00;પું.;પું.
ધુપેલિયો, ધુપેલી;ધુપેલિયો, ધુપેલી;ધુપેલિયો, ધુપેલી;153444.00;5.00;પું.;પું.
ધૂડિયું, ધૂડી;ધૂડિયું, ધૂડી;ધૂડિયું, ધૂડી;153479.00;10.00;વિ.;વિ.
ધૂંધ;ધૂંધ1;ધૂંધ1;153543.00;7.00;સ્ત્રી.;સ્ત્રી.
ધૂંધ;ધૂંધ2;ધૂંધ2;153544.00;7.00;સ્ત્રી.;સ્ત્રી.
ધૂપ;ધૂપ1;ધૂપ1;153493.00;5.00;પું.;પું.
ધૂપ;ધૂપ2;ધૂપ2;153494.00;5.00;પું.;પું., સ્ત્રી.
ધૂપ;ધૂપ2;ધૂપ2;153494.00;7.00;સ્ત્રી.;પું., સ્ત્રી.
ધૂપછાંય(-વ) ;ધૂપછાંય(-વ) ();ધૂપછાંય(-વ) ();153496.00;7.00;સ્ત્રી.;સ્ત્રી.
ધૂમ;ધૂમ1;ધૂમ1;153506.00;10.00;વિ.;વિ.
ધૂમ;ધૂમ2;ધૂમ2;153507.00;5.00;પું.;પું.
ધૂમર(-સ);ધૂમર(-સ);ધૂમર(-સ);153512.00;3.00;ન.;સ્ત્રી., ન.
ધૂમર(-સ);ધૂમર(-સ);ધૂમર(-સ);153512.00;7.00;સ્ત્રી.;સ્ત્રી., ન.
ધૂલી(-લિ);ધૂલી(-લિ);ધૂલી(-લિ);153526.00;7.00;સ્ત્રી.;સ્ત્રી.
ધૂંવાંપૂવાં ;ધૂંવાંપૂવાં ();ધૂંવાંપૂવાં ();153555.00;1.00;અ.;અ.
ધૂંશ(-સ);ધૂંશ(-સ);ધૂંશ(-સ);153557.00;5.00;પું.;પું.
ધૂળ;ધૂળ (ળ,);ધૂળ (ળ,);153528.00;7.00;સ્ત્રી.;સ્ત્રી.
ધૂળકટ, ધૂળકોટ;ધૂળકટ, ધૂળકોટ;ધૂળકટ, ધૂળકોટ;153529.00;5.00;પું.;પું.
ધૂળધમા, ધૂળધમાચ, ધૂળધમાટ, ધૂળધમાસ;ધૂળધમા, ધૂળધમાચ, ધૂળધમાટ, ધૂળધમાસ;ધૂળધમા, ધૂળધમાચ, ધૂળધમાટ, ધૂળધમાસ;153530.00;3.00;ન.;ન.
ધૂળપડવો, ધૂળીપડવો;ધૂળપડવો, ધૂળીપડવો;ધૂળપડવો, ધૂળીપડવો;153535.00;5.00;પું.;પું.
ધૂળી, નિશાળ, ધૂળી, શાળા;ધૂળી નિશાળ, ધૂળી શાળા;ધૂળી નિશાળ, ધૂળી શાળા;153539.00;7.00;સ્ત્રી.;સ્ત્રી.
ધેણ(-ન);ધેણ(-ન);ધેણ(-ન);153569.00;7.00;સ્ત્રી.;સ્ત્રી.
ધૈર્યવાન, ધૈર્યશીલ;ધૈર્યવાન, ધૈર્યશીલ;ધૈર્યવાન, ધૈર્યશીલ;153578.00;10.00;વિ.;વિ.
ધોકણું, ધોકરણું;ધોકણું, ધોકરણું;ધોકણું, ધોકરણું;153586.00;3.00;ન.;ન.
ધોકારાબંધ, ધોકારે;ધોકારાબંધ, ધોકારે;ધોકારાબંધ, ધોકારે;153592.00;1.00;અ.;અ.
ધોડવું ;ધોડવું (ધૉ);ધોડવું (ધૉ);153601.00;2.00;અ. ક્રિ.;અ. ક્રિ.
ધોડો ;ધોડો (ધૉ);ધોડો (ધૉ);153602.00;5.00;પું.;પું.
ધોતીજોટો(-ડો);ધોતીજોટો(-ડો);ધોતીજોટો(-ડો);153611.00;5.00;પું.;પું.
ધોધ, ધોધડો, ધોધવો;ધોધ, ધોધડો, ધોધવો;ધોધ, ધોધડો, ધોધવો;153612.00;5.00;પું.;પું.
ધોબણ;ધોબણ (ણ,);ધોબણ (ણ,);153617.00;7.00;સ્ત્રી.;સ્ત્રી.
ધોબીઘટ્ટો, ધોબીઘાટ;ધોબીઘટ્ટો, ધોબીઘાટ;ધોબીઘટ્ટો, ધોબીઘાટ;153621.00;5.00;પું.;પું.
ધોરણવાર, ધોરણસર;ધોરણવાર, ધોરણસર;ધોરણવાર, ધોરણસર;153634.00;1.00;અ.;અ.
ધોરિયો;ધોરિયો1;ધોરિયો1;153635.00;5.00;પું.;પું.
ધોરો;ધોરો1;ધોરો1;153640.00;5.00;પું.;પું.
ધોલ;ધોલ(ધૉ);ધોલ(ધૉ);153642.00;7.00;સ્ત્રી.;સ્ત્રી.
ધોલઝાપટ, ધોલઝાપોટ, ધોલધાપટ;ધોલઝાપટ, ધોલઝાપોટ, ધોલધાપટ;ધોલઝાપટ, ધોલઝાપોટ, ધોલધાપટ;153643.00;7.00;સ્ત્રી.;સ્ત્રી.
ધોલાટવું ;ધોલાટવું (ધૉ);ધોલાટવું (ધૉ);153647.00;20.00;સ ક્રિ.;સ. ક્રિ.
ધોવડામણ, ધોવરામણ;ધોવડામણ, ધોવરામણ;ધોવડામણ, ધોવરામણ;153648.00;3.00;ન.;ન.
ધોવડામણી, ધોવરામણી;ધોવડામણી, ધોવરામણી;ધોવડામણી, ધોવરામણી;153649.00;7.00;સ્ત્રી.;સ્ત્રી.
ધોવડાવવું, ધોવરાવવું;ધોવડાવવું, ધોવરાવવું;ધોવડાવવું, ધોવરાવવું;153650.00;20.00;સ ક્રિ.;સ. ક્રિ.
ધોવું, ધફોવું, ધફોડવું;ધોવું ધફોવું, ધોવું ધફોડવું;ધોવું ધફોવું, ધોવું ધફોડવું;153656.00;20.00;સ ક્રિ.;સ. ક્રિ.
ધોંસ;ધોંસ1;ધોંસ1;153673.00;7.00;સ્ત્રી.;સ્ત્રી.
ધોંસ ;ધોંસ2 (ધૉ);ધોંસ2 (ધૉ);153674.00;7.00;સ્ત્રી.;સ્ત્રી.
ધોંસરી ;ધોંસરી (ધૉ);ધોંસરી (ધૉ);153675.00;7.00;સ્ત્રી.;સ્ત્રી.
ધોંસાં ;ધોંસાં (ધૉ);ધોંસાં (ધૉ);153677.00;4.00;ન. બ. વ.;ન. બ. વ.
ધોળ ;ધોળ (ધૉ);ધોળ (ધૉ);153658.00;3.00;ન.;પું., ન.
ધોળ ;ધોળ (ધૉ);ધોળ (ધૉ);153658.00;5.00;પું.;પું., ન.
ધોળકું;ધોળકું(ધૉ);ધોળકું(ધૉ);153659.00;3.00;ન.;ન.
ધોળવું;ધોળવું(ધૉ);ધોળવું(ધૉ);153661.00;20.00;સ ક્રિ.;સ. ક્રિ.
ધોળું ;ધોળું (ધૉ);ધોળું (ધૉ);153668.00;10.00;વિ.;વિ.
ધોળુંધબ, ધોળુંફક(-ગ);ધોળુંધબ, ધોળુંફક(-ગ);ધોળુંધબ, ધોળુંફક(-ગ);153669.00;10.00;વિ.;વિ.
ધોળેશરી ;ધોળેશરી (ધૉ);ધોળેશરી (ધૉ);153671.00;7.00;સ્ત્રી.;સ્ત્રી.
ધૌતિ(-તી);ધૌતિ(-તી);ધૌતિ(-તી);153679.00;7.00;સ્ત્રી.;સ્ત્રી.
ધ્રણ;ધ્રણ (ણ,);ધ્રણ (ણ,);153702.00;7.00;સ્ત્રી.;સ્ત્રી.
ધ્રાંગો ;ધ્રાંગો ();ધ્રાંગો ();153706.00;5.00;પું.;પું.
ધ્રાંઠ ;ધ્રાંઠ ();ધ્રાંઠ ();153707.00;3.00;ન.;ન.
ધ્રાંશ ;ધ્રાંશ ();ધ્રાંશ ();153708.00;7.00;સ્ત્રી.;સ્ત્રી.
ધ્રાશકો, ધ્રાસકો;ધ્રાશકો, ધ્રાસકો;ધ્રાશકો, ધ્રાસકો;153705.00;5.00;પું.;પું.
ધ્રુપદ, ધ્રુવપદ;ધ્રુપદ, ધ્રુવપદ;ધ્રુપદ, ધ્રુવપદ;153713.00;5.00;પું.;પું.
ધ્રુપદિયો, ધ્રુવપદિયો;ધ્રુપદિયો, ધ્રુવપદિયો;ધ્રુપદિયો, ધ્રુવપદિયો;153714.00;5.00;પું.;પું.
ધ્રુવતારક, ધ્રુવતારો;ધ્રુવતારક, ધ્રુવતારો;ધ્રુવતારક, ધ્રુવતારો;153720.00;5.00;પું.;પું.
ધ્રોડવું;ધ્રોડવું (ધ્રૉ);ધ્રોડવું (ધ્રૉ);153735.00;2.00;અ. ક્રિ.;અ. ક્રિ.
ધ્રોલિયું;ધ્રોલિયું (ધ્રૉ);ધ્રોલિયું (ધ્રૉ);153737.00;3.00;ન.;ન.
ધ્વજધર, ધ્વજધારી;ધ્વજધર, ધ્વજધારી;ધ્વજધર, ધ્વજધારી;153741.00;10.00;વિ.;વિ.
ધ્વજારોપણ, ધ્વજારોહણ;ધ્વજારોપણ, ધ્વજારોહણ;ધ્વજારોપણ, ધ્વજારોહણ;153746.00;3.00;ન.;ન.
ધ્વનિમાપક;ધ્વનિમાપક (યંત્ર);ધ્વનિમાપક (યંત્ર);153753.00;3.00;ન.;ન.
ધ્વનિવિજ્ઞાન, ધ્વનિશાસ્ત્ર;ધ્વનિવિજ્ઞાન, ધ્વનિશાસ્ત્ર;ધ્વનિવિજ્ઞાન, ધ્વનિશાસ્ત્ર;153756.00;3.00;ન.;ન.
નઈ ;નઈ (ન’);નઈ (ન’);204385.00;7.00;સ્ત્રી.;સ્ત્રી.
નકતો;નકતો1;નકતો1;204274.00;5.00;પું.;પું.
નકતો;નકતો2;નકતો2;205194.00;5.00;પું.;પું.
નકતો;નકતો3;નકતો3;204381.00;5.00;પું.;પું.
નકલ;નકલ1;નકલ1;204376.00;7.00;સ્ત્રી.;સ્ત્રી.
નકલ;નકલ2;નકલ2;204375.00;7.00;સ્ત્રી.;સ્ત્રી.
નકલંક(-કું);નકલંક(-કું);નકલંક(-કું);204500.00;10.00;વિ.;વિ.
નકલખોર, નકલબાજ;નકલખોર, નકલબાજ;નકલખોર, નકલબાજ;204374.00;10.00;વિ.;વિ.
નકારું,નક્કારું;નકારું,નક્કારું;નકારું,નક્કારું;204511.00;10.00;વિ.;વિ.
નકુલ(-ળ);નકુલ(-ળ);નકુલ(-ળ);204520.00;5.00;પું.;પું.
નકોર, નક્કોર;નકોર, નક્કોર;નકોર, નક્કોર;204516.00;10.00;વિ.;વિ.
નક્કર, નક્કૂર;નક્કર, નક્કૂર;નક્કર, નક્કૂર;204514.00;10.00;વિ.;વિ.
નક્ષત્રનાથ, નક્ષત્રપતિ;નક્ષત્રનાથ, નક્ષત્રપતિ;નક્ષત્રનાથ, નક્ષત્રપતિ;204510.00;5.00;પું.;પું.
નક્ષત્રમંડલ(-ળ);નક્ષત્રમંડલ(-ળ);નક્ષત્રમંડલ(-ળ);204633.00;3.00;ન.;ન.
નક્ષત્રમાલા(-ળા);નક્ષત્રમાલા(-ળા);નક્ષત્રમાલા(-ળા);204643.00;7.00;સ્ત્રી.;સ્ત્રી.
નખતેલ, નફતેલ;નખતેલ, નફતેલ;નખતેલ, નફતેલ;204505.00;3.00;ન.;ન.
નખરાળું, નખરાંખોર, નખરાંબાજ;નખરાળું, નખરાંખોર, નખરાંબાજ;નખરાળું, નખરાંખોર, નખરાંબાજ;204478.00;10.00;વિ.;વિ.
નખલો;નખલો1;નખલો1;205199.00;5.00;પું.;પું.
નખલો;નખલો2;નખલો2;204453.00;5.00;પું.;પું.
નખલો;નખલો3;નખલો3;205186.00;5.00;પું.;પું.
નખલો;નખલો4;નખલો4;205185.00;5.00;પું.;પું.
નખેતર;નખેતર1;નખેતર1;204457.00;10.00;વિ.;વિ.
નખેતર;નખેતર2;નખેતર2;205183.00;3.00;ન.;ન.
નખોદ, નખ્ખોદ;નખોદ, નખ્ખોદ;નખોદ, નખ્ખોદ;204444.00;3.00;ન.;ન.
નખોદણ(-ણી);નખોદણ(-ણી);નખોદણ(-ણી);204443.00;7.00;સ્ત્રી.;સ્ત્રી.
નગણું, નગુણું;નગણું,નગુણું;નગણું,નગુણું;204448.00;10.00;વિ.;વિ.
નગદ(-દી);નગદ(-દી);નગદ(-દી);204476.00;10.00;વિ.;વિ.
નંગદાર, નંગિયું;નંગદાર, નંગિયું;નંગદાર, નંગિયું;203986.00;10.00;વિ.;વિ.
નગરશેઠ, નગરશ્રેષ્ઠી;નગરશેઠ, નગરશ્રેષ્ઠી;નગરશેઠ, નગરશ્રેષ્ઠી;204395.00;5.00;પું.;પું.
નગરું, નગુરું;નગરું,નગુરું;નગરું,નગુરું;204474.00;10.00;વિ.;વિ.
નગાધિ(+રાજ);નગાધીપ,-રાજ;નગાધીપ,-રાજ;205189.00;5.00;પું.;પું.
નગેન્દ્ર, નગેંદ્ર;નગેન્દ્ર, નગેંદ્ર;નગેન્દ્ર, નગેંદ્ર;204466.00;5.00;પું.;પું.
નચવવું, નચાવવું;નચવવું,નચાવવું;નચવવું,નચાવવું;203540.00;20.00;સ ક્રિ.;સ. ક્રિ.
નચિકેત(-તા);નચિકેત(-તા);નચિકેત(-તા);203539.00;5.00;પું.;પું.
નજર;નજર1;નજર1;203527.00;7.00;સ્ત્રી.;સ્ત્રી.
નજર;નજર2;નજર2;203524.00;7.00;સ્ત્રી.;સ્ત્રી.
નજરઅંદાજ;નજરઅંદાજ1;નજરઅંદાજ1;204004.00;5.00;પું.;પું.
નજરઅંદાજ(-ઝ);નજરઅંદાજ2(-ઝ);નજરઅંદાજ2(-ઝ);204306.00;10.00;વિ.;વિ.
નજરાનજર, નજરોનજર;નજરાનજર, નજરોનજર;નજરાનજર, નજરોનજર;203556.00;1.00;અ.;અ.
નજલો(-ળો);નજલો(-ળો);નજલો(-ળો);203553.00;5.00;પું.;પું.
નટ;નટ1;નટ1;203548.00;5.00;પું.;પું.
નટ;નટ2;નટ2;203550.00;7.00;સ્ત્રી.;સ્ત્રી.
નટડી, નટણી;નટડી, નટણી;નટડી, નટણી;203522.00;7.00;સ્ત્રી.;સ્ત્રી.
નટમલાર ;નટમલાર (લા’);નટમલાર (લા’);203492.00;5.00;પું.;પું.
નટવું;નટવું1;નટવું1;204002.00;20.00;સ ક્રિ.;સ. ક્રિ.
નટવું;નટવું2;નટવું2;205213.00;20.00;સ ક્રિ.;સ. ક્રિ.
નડ;નડ1;નડ1;204036.00;3.00;ન.;ન.
નડ;નડ2;નડ2;204035.00;7.00;સ્ત્રી.;સ્ત્રી.
નથ, નથડી(-ણી, -ની);નથ, નથડી(-ણી, -ની);નથ, નથડી(-ણી, -ની);203512.00;7.00;સ્ત્રી.;સ્ત્રી.
;નથુભાઈ,નથ્થુભાઈ;નથુભાઈ,નથ્થુભાઈ;204679.00;5.00;પું.;પું.
નંદ;નંદ1;નંદ1;203984.00;5.00;પું.;પું.
નંદ;નંદ2;નંદ2;203985.00;5.00;પું.;પું.
