Word;F2;Original Word;ID;Code;Attribute;Org. Attr
અભિગ્રહ;:ઃ અભિગ્રહ;:ઃ અભિગ્રહ;176882.00;5.00;પું.;પું.
ચોટણ;:ઃ ચોટણ;:ઃ ચોટણ;185839.00;3.00;ન.;ન.
ચોટણવૃત્તિ;:ઃ ચોટણવૃત્તિ;:ઃ ચોટણવૃત્તિ;185840.00;7.00;સ્ત્રી.;સ્ત્રી.
જલાધારી, જળાધારી;:ઃ જલાધારી, જળાધારી;:ઃ જલાધારી, જળાધારી;185841.00;7.00;સ્ત્રી.;સ્ત્રી.
પેટીકૅશ;:ઃ પેટીકૅશ;:ઃ પેટીકૅશ;176870.00;7.00;સ્ત્રી.;સ્ત્રી.
ફારેગ;:ઃ ફારેગ;:ઃ ફારેગ;185842.00;10.00;વિ.;વિ.
મિસકૉલ;:ઃ મિસકૉલ;:ઃ મિસકૉલ;176886.00;5.00;પું.;પું.
સંપર્કજાળ;:ઃ સંપર્કજાળ;:ઃ સંપર્કજાળ;91912.00;7.00;સ્ત્રી.;સ્ત્રી.
સંપુટિકા;:ઃ સંપુટિકા;:ઃ સંપુટિકા;176868.00;7.00;સ્ત્રી.;સ્ત્રી.
સમરકેમ્પ;:ઃ સમરકેમ્પ;:ઃ સમરકેમ્પ;234365.00;5.00;પું.;પુ.
સેવાસદન;:ઃ સેવાસદન;:ઃ સેવાસદન;176885.00;3.00;ન.;ન.
હોમવર્ક;:ઃ હોમવર્ક;:ઃ હોમવર્ક;234348.00;3.00;ન.;ન.
વાતશીતક;:ઃવાતશીતક;:ઃવાતશીતક;185844.00;3.00;ન.;ન.
અંકગણિત;*અંકગણિત;*અંકગણિત;90135.00;3.00;ન.;ન.
અટક;*અટક;*અટક;88575.00;7.00;સ્ત્રી.;સ્ત્રી.
અડક;*અડક;*અડક;87929.00;7.00;સ્ત્રી.;સ્ત્રી.
અંડાશય;*અંડાશય;*અંડાશય;87988.00;3.00;ન.;ન.
અંધત્વ;*અંધત્વ;*અંધત્વ;90242.00;3.00;ન.;ન.
અનાસર, અનાસિર;*અનાસ(-સિ)ર;*અનાસ(-સિ)ર;90142.00;5.00;પું.;પું.
અપરિગ્રહ;*અપરિગ્રહ;*અપરિગ્રહ;88588.00;5.00;પું.;પું.
અંબાવું;*અંબાવું;*અંબાવું;184750.00;20.00;સ ક્રિ.;સ. ક્રિ.
અભિગમ;*અભિગમ;*અભિગમ;89691.00;5.00;પું.;પું.
અર્થશાસ્ત્ર;*અર્થશાસ્ત્ર;*અર્થશાસ્ત્ર;88147.00;3.00;ન.;ન.
અલ્પોક્તિ;*અલ્પોક્તિ;*અલ્પોક્તિ;90209.00;7.00;સ્ત્રી.;સ્ત્રી.
અવકાશ;*અવકાશ;*અવકાશ;90212.00;5.00;પું.;પું.
અવ્યવસાયી;*અવ્યવસાયી;*અવ્યવસાયી;89561.00;10.00;વિ.;વિ.
આત્મરતિ;*આત્મરતિ;*આત્મરતિ;90334.00;7.00;સ્ત્રી.;સ્ત્રી.
આમિષ;*આમિષ;*આમિષ;90358.00;3.00;ન.;ન.
આમુખ;*આમુખ;*આમુખ;90359.00;3.00;ન.;ન.
આરોગ્યવિજ્ઞાન;*આરોગ્યવિજ્ઞાન;*આરોગ્યવિજ્ઞાન;88110.00;3.00;ન.;ન.
આવારા;*આવારા;*આવારા;88566.00;10.00;વિ.;વિ.
ઈદગાહ;*ઈદગાહ;*ઈદગાહ;90391.00;7.00;સ્ત્રી.;સ્ત્રી.
ઉચ્છ્‌વાસ;*ઉચ્છ્‌વાસ;*ઉચ્છ્‌વાસ;88114.00;5.00;પું.;પું.
ઊહાપોહ;*ઊહાપોહ;*ઊહાપોહ;90472.00;5.00;પું.;પું.
;*એકકોષી;*એકકોષી;90476.00;10.00;વિ.;વિ.
એરંડિયું;*એરંડિયું;*એરંડિયું;90480.00;3.00;ન.;ન.
ઓલું;*ઓ(-ઍા)લો;*ઓ(-ઍા)લો;88749.00;3.00;ન.;પું.
કમ્પાસ;*કમ્પાસ;*કમ્પાસ;88896.00;5.00;પું.;પું.
કલમો;*કલમો;*કલમો;90686.00;5.00;પું.;પું.
કષ્ટસાધ્ય;*કષ્ટસાધ્ય;*કષ્ટસાધ્ય;89963.00;10.00;વિ.;વિ.
કાકુ;*કાકુ;*કાકુ;90697.00;5.00;પું.;પું.
કાંગારું;*કાંગારું;*કાંગારું;87968.00;3.00;ન.;ન.
કુડ્‌મલ;*કુડ્‌મલ;*કુડ્‌મલ;90703.00;3.00;ન.;ન.
કૅરમ;*કૅરમ;*કૅરમ;89296.00;3.00;ન.;ન.
કૅરમબૉર્ડ;*કૅરમબૉર્ડ;*કૅરમબૉર્ડ;89297.00;3.00;ન.;ન.
કોષકેન્દ્ર;*કોષકેન્દ્ર;*કોષકેન્દ્ર;90650.00;3.00;ન.;ન.
કોષરસ;*કોષરસ;*કોષરસ;90651.00;5.00;પું.;પું.
કોષવિદ્યા;*કોષવિદ્યા;*કોષવિદ્યા;90652.00;7.00;સ્ત્રી.;સ્ત્રી.
ગૅઝેટ;*ગૅઝેટ;*ગૅઝેટ;87644.00;3.00;ન.;ન.
ગૅઝેટિયર;*ગૅઝેટિયર;*ગૅઝેટિયર;89250.00;3.00;ન.;ન.
ગૅરેજ;*ગૅરેજ;*ગૅરેજ;90892.00;3.00;ન.;ન.
ગ્રહ;*ગ્રહ;*ગ્રહ;90757.00;5.00;પું.;પું.
જલવા;*જલવા;*જલવા;90124.00;5.00;પું.;પું.
જશ્ના;*જશ્ના;*જશ્ના;90303.00;5.00;પું.;પું.
જાગ્રત;*જાગ્રત અવસ્થા;*જાગ્રત અવસ્થા;88572.00;7.00;સ્ત્રી.;સ્ત્રી.
જિલેટીન;*જિલેટીન;*જિલેટીન;92237.00;3.00;ન.;ન.
જ્ઞાનેન્દ્રિય;*જ્ઞાનેન્દ્રિય;*જ્ઞાનેન્દ્રિય;88570.00;7.00;સ્ત્રી.;સ્ત્રી.
જ્યોતિર્લિંગ;*જ્યોતિર્લિંગ;*જ્યોતિર્લિંગ;88741.00;3.00;ન.;ન.
જ્યોતિષ(+શાસ્ત્ર);*જ્યોતિષ(શાસ્ત્ર);*જ્યોતિષ(શાસ્ત્ર);90133.00;3.00;ન.;ન.
ટૅણિયું;*ટૅણિયું;*ટૅણિયું;89974.00;10.00;વિ.;વિ.
ટૅમ્પરેચર;*ટૅમ્પરેચર;*ટૅમ્પરેચર;92243.00;3.00;ન.;ન.
ટેપરૅકર્ડર;*ટેપરૅકર્ડર;*ટેપરૅકર્ડર;89496.00;3.00;ન.;ન.
ટ્રસ્ટ;*ટ્રસ્ટ;*ટ્રસ્ટ;92248.00;5.00;પું.;પું.
તબીબ;*તબીબ;*તબીબ;88341.00;5.00;પું.;પું.
થાઇરૉઇડ;*થાઇરૉઇડ ગ્રંથિ;*થાઇરૉઇડ ગ્રંથિ;88965.00;7.00;સ્ત્રી.;સ્ત્રી.
દ્વૈતવાદ;*દ્વૈતવાદ;*દ્વૈતવાદ;88583.00;5.00;પું.;પું.
નક્ષત્ર;*નક્ષત્ર;*નક્ષત્ર;90038.00;3.00;ન.;ન.
નાડવું;*નાડવું;*નાડવું;91175.00;20.00;સ ક્રિ.;સ. ક્રિ.
નાતાલ;*નાતાલ;*નાતાલ;91176.00;7.00;સ્ત્રી.;સ્ત્રી.
નૅશન;*નૅશન;*નૅશન;91200.00;3.00;ન.;ન.
નૅશનલ;*નૅશનલ;*નૅશનલ;91201.00;10.00;વિ.;વિ.
નેપ્ચૂન;*નેપ્ચૂન;*નેપ્ચૂન;90039.00;5.00;પું.;પું.
પંક્ચર;*પંક્ચર;*પંક્ચર;92304.00;3.00;ન.;ન.
પાઉન્ડ;*પાઉન્ડ;*પાઉન્ડ;89513.00;5.00;પું.;પું.
પુરાતત્ત્વવિદ્યા;*પુરાતત્ત્વવિદ્યા;*પુરાતત્ત્વવિદ્યા;87703.00;7.00;સ્ત્રી.;સ્ત્રી.
પોયું;*પોયું;*પોયું;89188.00;3.00;ન.;ન.
પ્રમાણ;*પ્રમાણ;*પ્રમાણ;91362.00;3.00;ન.;ન.
પ્રસારણ;*પ્રસારણ;*પ્રસારણ;91368.00;3.00;ન.;ન.
પ્રિસ્ક્રિપ્શન;*પ્રિસ્ક્રિપ્શન;*પ્રિસ્ક્રિપ્શન;89753.00;3.00;ન.;ન.
પ્રોટીન;*પ્રોટીન;*પ્રોટીન;91375.00;3.00;ન.;ન.
પ્રોટૉન;*પ્રોટૉન;*પ્રોટૉન;92079.00;5.00;પું.;પું.
પ્લૂટો;*પ્લૂટો;*પ્લૂટો;88035.00;5.00;પું.;પું.
ફિશપ્લેટ;*ફિશપ્લેટ;*ફિશપ્લેટ;90037.00;7.00;સ્ત્રી.;સ્ત્રી.
ફેફસું;*ફેફસું;*ફેફસું;88892.00;3.00;ન.;ન.
ફોકસ;*ફોકસ;*ફોકસ;89017.00;3.00;ન.;ન.
બાઉન્ડરી;*બાઉન્ડરી;*બાઉન્ડરી;91445.00;7.00;સ્ત્રી.;સ્ત્રી.
બુધ;*બુધ;*બુધ;89869.00;10.00;વિ.;વિ.
બ્લાઉઝ;*બ્લાઉઝ;*બ્લાઉઝ;91489.00;3.00;ન.;પું., ન.
બ્લાઉઝ;*બ્લાઉઝ;*બ્લાઉઝ;91489.00;5.00;પું.;પું., ન.
ભજિયું;*ભજિયું;*ભજિયું;91500.00;3.00;ન.;ન.
ભાષાવિજ્ઞાન;*ભાષાવિજ્ઞાન;*ભાષાવિજ્ઞાન;90054.00;3.00;ન.;ન.
ભાષાશાસ્ત્ર;*ભાષાશાસ્ત્ર;*ભાષાશાસ્ત્ર;90138.00;3.00;ન.;ન.
ભૂકંપવિજ્ઞાન;*ભૂકંપવિજ્ઞાન;*ભૂકંપવિજ્ઞાન;87937.00;3.00;ન.;ન.
ભૂમિતિ;*ભૂમિતિ;*ભૂમિતિ;90136.00;7.00;સ્ત્રી.;સ્ત્રી.
ભૂસ્તરશાસ્ત્ર;*ભૂસ્તરશાસ્ત્ર;*ભૂસ્તરશાસ્ત્ર;87698.00;3.00;ન.;ન.
મયખાનું;*મયખાનું;*મયખાનું;89372.00;3.00;ન.;ન.
;*મહૉરવું (મ્હૉરવું);*મહૉરવું (મ્હૉરવું);91617.00;2.00;અ. ક્રિ.;અ. ક્રિ.
મૅલેરિયા;*મૅલેરિયા;*મૅલેરિયા;91612.00;5.00;પું.;પું.
મેજર;*મેજર;*મેજર;88737.00;10.00;વિ.;વિ.
મોમિન;*મોમિન;*મોમિન;89370.00;10.00;વિ.;વિ.
મૌલાના;*મૌલાના;*મૌલાના;91618.00;5.00;પું.;પું.
યુરિયા;*યુરિયા;*યુરિયા;90063.00;5.00;પું.;પું.
રબડી;*રબડી;*રબડી;91648.00;7.00;સ્ત્રી.;સ્ત્રી.
રૅકેટ;*રૅકેટ;*રૅકેટ;89303.00;3.00;ન.;ન.
લાઇટ;*લાઇટ;*લાઇટ;91696.00;3.00;ન.;સ્ત્રી., ન.
લાઇટ;*લાઇટ;*લાઇટ;91696.00;7.00;સ્ત્રી.;સ્ત્રી., ન.
લિમિટેડ;*લિમિટેડ;*લિમિટેડ;89401.00;10.00;વિ.;વિ.
લૉક-અપ;*લૉક-અપ;*લૉક-અપ;90004.00;7.00;સ્ત્રી.;સ્ત્રી.
લૉક-આઉટ;*લૉક-આઉટ;*લૉક-આઉટ;91992.00;5.00;પું.;પું.
વનસ્પતિશાસ્ત્ર;*વનસ્પતિશાસ્ત્ર;*વનસ્પતિશાસ્ત્ર;87934.00;3.00;ન.;ન.
વાસ્તુવિદ્યા;*વાસ્તુવિદ્યા;*વાસ્તુવિદ્યા;87787.00;7.00;સ્ત્રી.;સ્ત્રી.
વિઝિટ;*વિઝિટ;*વિઝિટ;91762.00;7.00;સ્ત્રી.;સ્ત્રી.
વૃષણ;*વૃષણ;*વૃષણ;88962.00;3.00;ન.;પું., ન.
વૃષણ;*વૃષણ;*વૃષણ;88962.00;5.00;પું.;પું., ન.
શીરો;*શીરો;*શીરો;91877.00;5.00;પું.;પું.
સિસ્ટર;*સિસ્ટર;*સિસ્ટર;89819.00;7.00;સ્ત્રી.;સ્ત્રી.
સુઘડ;*સુઘડ;*સુઘડ;89508.00;10.00;વિ.;વિ.
સ્પિરિટ;*સ્પિરિટ;*સ્પિરિટ;88511.00;5.00;પું.;પું.
સ્વરલિપિ;*સ્વરલિપિ;*સ્વરલિપિ;91996.00;7.00;સ્ત્રી.;સ્ત્રી.
હેડ;*હેડ;*હેડ;89891.00;3.00;ન.;ન.
 અગ્રહાયન;// અગ્રહાયન;// અગ્રહાયન;171439.00;5.00;પું.;પું.
 અમરધારા;// અમરધારા;// અમરધારા;174402.00;7.00;સ્ત્રી.;સ્ત્રી.
 અમુખત્યારી;// અમુખત્યારી;// અમુખત્યારી;174507.00;7.00;સ્ત્રી.;સ્ત્રી.
 અલપાણી;// અલપાણી;// અલપાણી;174961.00;3.00;ન.;ન.
 અશાઢી;// અશાઢી;// અશાઢી;175671.00;10.00;વિ.;વિ.
 આદે;// આદે;// આદે;104706.00;1.00;અ.;અ.
 કવિજનોચિત;// કવિજનોચિત;// કવિજનોચિત;176830.00;10.00;વિ.;વિ.
 કવિતડું;// કવિતડું;// કવિતડું;176831.00;3.00;ન.;ન.
 કહાર;// કહાર;// કહાર;176832.00;5.00;પું.;પુ.
 કળાવંતણી;// કળાવંતણી;// કળાવંતણી;120061.00;10.00;વિ.;વિ.
;// કેટલું બધું, કેટલુંય;// કેટલું બધું, કેટલુંય;25598.00;10.00;વિ.;વિ.
;// કેમ રે !;// કેમ રે !;25666.00;1.00;અ.;અ.
 કેમનું;// કેમનું;// કેમનું;25663.00;10.00;વિ.;વિ.
;// કેમિકલ વર્ક્‌સ;// કેમિકલ વર્ક્‌સ;25668.00;4.00;ન. બ. વ.;ન. બ. વ.
 કૉંગ્રેસમૅન;// કૉંગ્રેસમૅન;// કૉંગ્રેસમૅન;26566.00;5.00;પું.;પું.
 કૉંગ્રેસહાઉસ;// કૉંગ્રેસહાઉસ;// કૉંગ્રેસહાઉસ;26567.00;3.00;ન.;ન.
 કૉંગ્રેસી;// કૉંગ્રેસી;// કૉંગ્રેસી;26568.00;10.00;વિ.;વિ.
 કૉન્સલેટ;// કૉન્સલેટ;// કૉન્સલેટ;26189.00;3.00;ન.;ન.
;// કૉસ્મેટિક સર્જ્યન;// કૉસ્મેટિક સર્જ્યન;92521.00;5.00;પું.;પું.
 કોટિચ્છેદક;// કોટિચ્છેદક;// કોટિચ્છેદક;24666.00;5.00;પું.;પું.
 કોટિજ્યા;// કોટિજ્યા;// કોટિજ્યા;24667.00;7.00;સ્ત્રી.;સ્ત્રી.
 કોટિસ્પર્શક;// કોટિસ્પર્શક;// કોટિસ્પર્શક;24671.00;5.00;પું.;પું.
 કોટ્‌યુત્ક્રમજ્યા;// કોટ્‌યુત્ક્રમજ્યા;// કોટ્‌યુત્ક્રમજ્યા;26000.00;7.00;સ્ત્રી.;સ્ત્રી.
 કોળીનાળી;// કોળીનાળી;// કોળીનાળી;176888.00;10.00;વિ.;વિ.
 ક્રૂસિફિક્સ;// ક્રૂસિફિક્સ;// ક્રૂસિફિક્સ;26685.00;5.00;પું.;પું.
 ક્રેનભાડું;// ક્રેનભાડું;// ક્રેનભાડું;26688.00;3.00;ન.;ન.
 ક્રૉસ;// ક્રૉસ2;// ક્રૉસ2;176891.00;10.00;વિ.;વિ.
 ક્લીપ;// ક્લીપ;// ક્લીપ;87477.00;7.00;સ્ત્રી.;સ્ત્રી.
 ક્લોરોમાઇસેટિન;// ક્લોરોમાઇસેટિન;// ક્લોરોમાઇસેટિન;26750.00;3.00;ન.;ન.
 ક્વાર્ટર્સ;// ક્વાર્ટર્સ;// ક્વાર્ટર્સ;88027.00;3.00;ન.;ન.
 ખીચડું;// ખીચડું;// ખીચડું;184760.00;3.00;ન.;ન.
 ખુનામરકી;// ખુનામરકી;// ખુનામરકી;184762.00;7.00;સ્ત્રી.;સ્ત્રી.
 ગવરાવવું;// ગવરાવવું;// ગવરાવવું;184757.00;20.00;સ ક્રિ.;સ. ક્રિ.
 ગૃહીતાગમા;// ગૃહીતાગમા;// ગૃહીતાગમા;183719.00;7.00;સ્ત્રી.;સ્ત્રી.
;// ગેરકાયદેસર કેળવણી;// ગેરકાયદેસર કેળવણી;182885.00;7.00;સ્ત્રી.;સ્ત્રી.
 ગ્રામવૃત્તિ;// ગ્રામવૃત્તિ;// ગ્રામવૃત્તિ;183143.00;7.00;સ્ત્રી.;સ્ત્રી.
 ગ્રામસંગઠન;// ગ્રામસંગઠન;// ગ્રામસંગઠન;183141.00;3.00;ન.;ન.
 ઘરેઘર;// ઘરેઘર;// ઘરેઘર;195751.00;1.00;અ.;અ.
 ઘેરેઘેર;// ઘેરેઘેર;// ઘેરેઘેર;196048.00;1.00;અ.;અ.
 ઘોડાગાઉ;// ઘોડાગાઉ;// ઘોડાગાઉ;196056.00;5.00;પું.;પું.
;// ચપ્પા-ચપ્પા;// ચપ્પા-ચપ્પા;186629.00;6.00;પું. બ. વ.;પું. બ. વ.
;// ચોથી જાગીર;// ચોથી જાગીર;187247.00;7.00;સ્ત્રી.;સ્ત્રી.
 છારાં;// છારાં (છા’);// છારાં (છા’);198229.00;4.00;ન. બ. વ.;ન. બ. વ.
 જનતાસ્મિતા;// જનતાસ્મિતા;// જનતાસ્મિતા;223810.00;7.00;સ્ત્રી.;સ્ત્રી.
 જનસંઘ;// જનસંઘ;// જનસંઘ;225201.00;5.00;પું.;પું.
 જમ;// જમ2;// જમ2;225190.00;5.00;પું.;પું.
 જલકમલ(-ળ);// જલકમલ(-ળ);// જલકમલ(-ળ);224989.00;3.00;ન.;ન.
 જળકમળ;// જળકમળ;// જળકમળ;224988.00;3.00;ન.;ન.
 જીવનશાસ્ત્ર;// જીવનશાસ્ત્ર;// જીવનશાસ્ત્ર;225590.00;5.00;પું.;પું.
 જ્વરાંકુશ;// જ્વરાંકુશ;// જ્વરાંકુશ;225161.00;5.00;પું.;પું.
 ઝખ;// ઝખ2;// ઝખ2;189183.00;7.00;સ્ત્રી.;સ્ત્રી.
 ઝલીલ;// ઝલીલ;// ઝલીલ;189113.00;10.00;વિ.;વિ.
 ટચી;// ટચી;// ટચી;196953.00;10.00;વિ.;વિ.
 ટિંગાડવું, ટિંગાવવું;// ટિંગાડવું, ટિંગાવવું;// ટિંગાડવું, ટિંગાવવું;196503.00;20.00;સ ક્રિ.;સ. ક્રિ.
 ટિળક;// ટિળક;// ટિળક;196507.00;5.00;પું.;પું.
 ટૂં;// ટૂં;// ટૂં;197097.00;1.00;અ.;અ.
 ટૂર્નામેન્ટ;// ટૂર્નામેન્ટ;// ટૂર્નામેન્ટ;196964.00;7.00;સ્ત્રી.;સ્ત્રી.
 ટૉમેટો;// ટૉમેટો;// ટૉમેટો;197197.00;5.00;પું.;પું.
 ટૉલ્સ્ટૉય;// ટૉલ્સ્ટૉય;// ટૉલ્સ્ટૉય;197178.00;5.00;પું.;પું.
 ટોળાધર્મ;// ટોળાધર્મ;// ટોળાધર્મ;197107.00;5.00;પું.;પું.
 ટોળાધર્મી;// ટોળાધર્મી;// ટોળાધર્મી;197106.00;10.00;વિ.;વિ.
 ટ્રૉપોપોઝ;// ટ્રૉપોપોઝ;// ટ્રૉપોપોઝ;197202.00;3.00;ન.;ન., સ્ત્રી.
 ટ્રૉપોપોઝ;// ટ્રૉપોપોઝ;// ટ્રૉપોપોઝ;197202.00;7.00;સ્ત્રી.;ન., સ્ત્રી.
 ઠેઠું;// ઠેઠું;// ઠેઠું;234208.00;3.00;ન.;ન.
 ડાઈ;// ડાઈ1;// ડાઈ1;188110.00;7.00;સ્ત્રી.;સ્ત્રી.
 ડાબાવાદી;// ડાબાવાદી;// ડાબાવાદી;188260.00;5.00;પું.;પુ.
;// ડિસ્ટ્રિક્ટ લોકલબૉર્ડ;// ડિસ્ટ્રિક્ટ લોકલબૉર્ડ;188754.00;3.00;ન.;ન.
;// ડિસ્ટ્રિક્ટ સ્કૂલબૉર્ડ;// ડિસ્ટ્રિક્ટ સ્કૂલબૉર્ડ;188753.00;3.00;ન.;ન.
 ડૉક્ટરું;// ડૉક્ટરું;// ડૉક્ટરું;188889.00;3.00;ન.;ન.
 ઢચૂક;// ઢચૂક, ઢચૂક;// ઢચૂક, ઢચૂક;198553.00;1.00;અ.;અ.
;// પ્લાસ્ટિક સર્જ્યન;// પ્લાસ્ટિક સર્જ્યન;89785.00;5.00;પું.;પું.
કંથારિયા;//કંથારિયા;//કંથારિયા;29635.00;5.00;પું.;પું.
કંદ્રૂપ;//કંદ્રૂપ;//કંદ્રૂપ;29862.00;5.00;પું.;પું.
;//કાચી કેદ, કાચી જેલ;//કાચી કેદ, કાચી જેલ;32827.00;7.00;સ્ત્રી.;સ્ત્રી.
;//કાચી જેલ;//કાચી જેલ;87609.00;7.00;સ્ત્રી.;સ્ત્રી.
કાજીજી;//કાજીજી;//કાજીજી;33499.00;5.00;પું.;પું.
કાણમોકાણ;//કાણમોકાણ (ણ,);//કાણમોકાણ (ણ,);120071.00;7.00;સ્ત્રી.;સ્ત્રી.
કાયદાધીશ;//કાયદાધીશ;//કાયદાધીશ;39874.00;5.00;પું.;પું.
કાર્ડિયોથૉરેસિસ;//કાર્ડિયોથૉરેસિસ;//કાર્ડિયોથૉરેસિસ;92188.00;7.00;સ્ત્રી.;સ્ત્રી.
કૅચી;//કૅચી;//કૅચી;87415.00;7.00;સ્ત્રી.;સ્ત્રી.
ખદીજા;//ખદીજા;//ખદીજા;184759.00;7.00;સ્ત્રી.;સ્ત્રી.
ખનીજ;//ખનીજ;//ખનીજ;184761.00;10.00;વિ.;વિ.
ખુરશીનામું;//ખુરશીનામું;//ખુરશીનામું;184758.00;3.00;ન.;ન.
ગાલપચોરિયાં, ગાલપચોળિયાં;//ગાલપચોરિયાં, ગાલપચોળિયાં;//ગાલપચોરિયાં, ગાલપચોળિયાં;184478.00;4.00;ન. બ. વ.;ન. બ. વ.
ગુપ્તમતપત્ર;//ગુપ્તમતપત્ર;//ગુપ્તમતપત્ર;184763.00;3.00;ન.;પું., ન.
ગુપ્તમતપત્ર;//ગુપ્તમતપત્ર;//ગુપ્તમતપત્ર;184763.00;5.00;પું.;પું., ન.
અંકગણિત;0અંકગણિત;0અંકગણિત;94923.00;5.00;પું.;પું.
અકથ્ય;0અકથ્ય;0અકથ્ય;95279.00;10.00;વિ.;વિ.
અંકપાશ;0અંકપાશ;0અંકપાશ;94924.00;5.00;પું.;પું.
અકરણી;0અકરણી;0અકરણી;94893.00;10.00;વિ.;વિ.
અકરણીપદી;0અકરણીપદી;0અકરણીપદી;94894.00;7.00;સ્ત્રી.;સ્ત્રી.
અકરણીફલ;0અકરણીફલ;0અકરણીફલ;94895.00;3.00;ન.;ન.
અક્ષ;0અક્ષ;0અક્ષ;94896.00;5.00;પું.;પું.
અખત્તર;0અખત્તર;0અખત્તર;95280.00;10.00;વિ.;વિ.
અગત્યતા;0અગત્યતા;0અગત્યતા;118933.00;7.00;સ્ત્રી.;સ્ત્રી.
અગમબુદ્ધિ;0અગમબુદ્ધિ;0અગમબુદ્ધિ;95119.00;7.00;સ્ત્રી.;સ્ત્રી.
અજમેટ;0અજમેટ;0અજમેટ;185834.00;5.00;પું.;પુ.
અજરખ;0અજરખ;0અજરખ;185564.00;3.00;ન.;ન.
અજાપતિ;0અજાપતિ;0અજાપતિ;118675.00;5.00;પું.;પુ.
અડદિયું;0અડદિયું;0અડદિયું;95282.00;3.00;ન.;ન.
અડધિયો;0અડધિયો;0અડધિયો;95256.00;5.00;પું.;પું.
અણતગ;0અણતગ;0અણતગ;185833.00;10.00;વિ.;વિ.
અણબનતી;0અણબનતી;0અણબનતી;95284.00;7.00;સ્ત્રી.;સ્ત્રી.
અણબનાવ;0અણબનાવ;0અણબનાવ;95283.00;5.00;પું.;પું.
અંતઃકોણ;0અંતઃકોણ;0અંતઃકોણ;94926.00;5.00;પું.;પું.
અંતરિક્ષ;0અંતરિક્ષ;0અંતરિક્ષ;95093.00;3.00;ન.;ન.
;0અંતર્ગત કોણ;0અંતર્ગત કોણ;94925.00;5.00;પું.;પું.
અંતર્મુખ;0અંતર્મુખ;0અંતર્મુખ;95166.00;10.00;વિ.;વિ.
અંતસ્ત્રાવ;0અંતસ્ત્રાવ;0અંતસ્ત્રાવ;86599.00;5.00;પું.;પુ.
અધિકોત્સાર;0અધિકોત્સાર;0અધિકોત્સાર;94897.00;5.00;પું.;પું.
અધિમાંસ;0અધિમાંસ;0અધિમાંસ;95285.00;3.00;ન.;ન.
અધોબિંદુ;0અધોબિંદુ;0અધોબિંદુ;95286.00;3.00;ન.;ન.
અધ્યાપિકા;0અધ્યાપિકા;0અધ્યાપિકા;95143.00;7.00;સ્ત્રી.;સ્ત્રી.
અનંત;0અનંત;0અનંત;94898.00;10.00;વિ.;વિ.
અનંતરાશિ;0અનંતરાશિ;0અનંતરાશિ;94899.00;7.00;સ્ત્રી.;સ્ત્રી.
અનંતશ્રેણિ(-ણી);0અનંતશ્રેણિ(-ણી);0અનંતશ્રેણિ(-ણી);94900.00;7.00;સ્ત્રી.;સ્ત્રી.
અનાગસ;0અનાગસ;0અનાગસ;118602.00;10.00;વિ.;વિ.
અનાત્મલક્ષી;0અનાત્મલક્ષી;0અનાત્મલક્ષી;95116.00;10.00;વિ.;વિ.
અનિત્ય;0અનિત્ય;0અનિત્ય;94901.00;10.00;વિ.;વિ.
અનીસ;0અનીસ;0અનીસ;95289.00;3.00;ન.;ન.
અનુકોણ;0અનુકોણ;0અનુકોણ;94902.00;5.00;પું.;પું.
અનુપાર્જિત;0અનુપાર્જિત;0અનુપાર્જિત;95287.00;10.00;વિ.;વિ.
અનૂમી;0અનૂમી;0અનૂમી;118778.00;;;
અનેકપદી;0અનેકપદી;0અનેકપદી;94903.00;10.00;વિ.;વિ.
અન્ડરબ્રીજ;0અન્ડરબ્રીજ;0અન્ડરબ્રીજ;95017.00;5.00;પું.;પુ.
અપરિષ્કાર;0અપરિષ્કાર;0અપરિષ્કાર;95290.00;5.00;પું.;પું.
અપરોક્ષાનુભૂતિ;0અપરોક્ષાનુભૂતિ;0અપરોક્ષાનુભૂતિ;95111.00;7.00;સ્ત્રી.;સ્ત્રી.
અપુષ્ટાર્થ;0અપુષ્ટાર્થ;0અપુષ્ટાર્થ;95291.00;5.00;પું.;પું.
અપૂર્ણબીજ;0અપૂર્ણબીજ;0અપૂર્ણબીજ;94904.00;5.00;પું.;પું.
અપૂર્ણાંક;0અપૂર્ણાંક;0અપૂર્ણાંક;94905.00;5.00;પું.;પું.
અબજ;0અબજ;0અબજ;94906.00;10.00;વિ.;વિ.
અભિકોણ;0અભિકોણ;0અભિકોણ;94907.00;5.00;પું.;પું.
અભિભાષણ;0અભિભાષણ;0અભિભાષણ;95109.00;3.00;ન.;ન.
અભિમુખ;0અભિમુખ;0અભિમુખ;94908.00;10.00;વિ.;વિ.
અભિમુખકોણ;0અભિમુખકોણ;0અભિમુખકોણ;94909.00;5.00;પું.;પું.
અયુત;0અયુત;0અયુત;94910.00;10.00;વિ.;વિ.
અરિસક;0અરિસક;0અરિસક;118832.00;10.00;વિ.;વિ.
અર્કાર્ડિયન;0અર્કાર્ડિયન;0અર્કાર્ડિયન;118724.00;10.00;વિ.;વિ.
અર્બુદ;0અર્બુદ;0અર્બુદ;94911.00;5.00;પું.;પું.
અલકચલાણું;0અલકચલાણું;0અલકચલાણું;118921.00;3.00;ન.;ન.
અવઢવ;0અવઢવ;0અવઢવ;95061.00;7.00;સ્ત્રી.;સ્ત્રી.
